index,x,y,z,xn,yn,zn,error
1058,5.288154,42.133702,4.622803,0.612359,0.733585,0.294735,13.704237
1059,4.831767,42.900129,4.105659,0.563410,0.776908,0.281038,38.538542
1060,4.449296,43.484384,3.522708,0.546116,0.808184,0.220446,26.564699
1061,4.218796,43.948281,2.709225,0.565637,0.812458,0.141300,24.533594
1062,4.059810,44.226799,1.624766,0.520776,0.850384,0.075095,80.287525
1063,4.144377,44.242340,0.662042,0.534471,0.844843,0.024105,38.863822
1064,4.372393,44.024802,-0.268421,0.530672,0.846098,-0.050047,41.013429
1065,4.669629,43.555613,-1.089710,0.574934,0.813375,-0.088728,39.949243
1066,5.159251,43.014487,-1.589699,0.612869,0.777879,-0.138908,35.917239
1067,5.498150,42.422796,-1.747943,-0.635089,-0.741837,0.215266,26.090414
1068,6.387576,41.438760,-2.280886,0.709319,0.678636,-0.190577,49.781966
1069,6.949777,40.686844,-2.383679,-0.723532,-0.652260,0.225961,43.748844
1070,7.915611,39.773971,-2.637395,-0.712235,-0.614091,0.340020,88.512017
1071,8.133255,39.137783,-2.485184,-0.715645,-0.600078,0.357433,36.282736
1072,8.737973,38.267171,-2.442592,-0.723613,-0.577906,0.377371,37.682077
1073,9.352244,37.566421,-2.232023,-0.734812,-0.561866,0.379944,19.700262
1074,10.001616,36.935387,-2.001514,-0.779685,-0.580348,0.235134,17.177837
1075,10.702827,36.153744,-1.611843,-0.762614,-0.634900,0.123778,35.714453
1076,11.310721,35.523647,-1.293810,-0.743680,-0.659529,0.109369,25.997974
1077,11.961476,34.858565,-0.939413,-0.715354,-0.696661,0.054144,30.587203
1078,12.615005,34.178535,-0.573858,-0.717962,-0.696059,-0.005743,31.051867
1079,13.308654,33.536930,-0.269436,0.735629,0.673665,0.070889,20.134886
1080,13.926332,32.832665,0.055633,-0.738738,-0.670462,-0.068891,35.812491
1081,14.550278,32.125744,0.356064,-0.748166,-0.659943,-0.068728,32.919677
1082,15.121787,31.404321,0.651954,0.759026,0.647326,0.069632,26.768110
1083,15.818523,30.610730,0.879060,0.769162,0.634785,0.073737,23.653329
1084,16.445072,29.763495,1.113392,0.779147,0.621670,0.080355,31.348713
