index,u,v
1231,0.548508,0.459334
1232,0.548155,0.453832
1233,0.547849,0.447693
1234,0.547559,0.440548
1235,0.546977,0.433084
1236,0.547417,0.425301
1237,0.547647,0.417475
1238,0.548257,0.408833
1239,0.548597,0.400167
1240,0.548821,0.391534
1241,0.549221,0.383206
1242,0.550069,0.375102
1243,0.550543,0.366725
1244,0.549787,0.362181
1245,0.550667,0.350296
1246,0.549856,0.344000
1247,0.543784,0.335883
1248,0.553933,0.331669
1249,0.553989,0.326333
1250,0.532320,0.318304
1251,0.527229,0.313561
1252,0.521224,0.309422
1253,0.515533,0.306209
1254,0.509019,0.303662
1255,0.499793,0.301066
1256,0.494315,0.300274
1257,0.486698,0.299933
1258,0.478808,0.300123
1259,0.470638,0.301156
1260,0.463390,0.302642
1261,0.454263,0.305830
1262,0.445335,0.309426
1263,0.438058,0.313458
1264,0.430571,0.318075
1265,0.421609,0.323074
1266,0.415308,0.328821
1267,0.408872,0.335161
1268,0.402738,0.341748
1269,0.396512,0.348888
1270,0.392188,0.354791
1271,0.386131,0.363742
1272,0.381506,0.370387
1273,0.376929,0.377982
1274,0.372277,0.385714
1275,0.367773,0.393360
1276,0.363319,0.400643
1277,0.358451,0.408519
1278,0.353705,0.415763
1279,0.348321,0.423457
1280,0.342936,0.430468
1281,0.337210,0.437855
1282,0.330837,0.444516
1283,0.323952,0.451158
1284,0.316673,0.456487
1285,0.309302,0.461464
1286,0.300105,0.467852
1287,0.292429,0.472079
1288,0.285581,0.476701
1289,0.278915,0.482011
1290,0.273873,0.487633
1291,0.270855,0.492885
1292,0.269442,0.496651
1338,0.462500,0.815625
